,S,K,T,r,sigma,value
0,154.23857500198068,93.7592416056616,0.12779218047904106,0.047858610665162414,1.3862903891822884,4.700982293299557
1,33.22591754127657,70.45821471155612,4.897005273457821,0.006071524016024629,1.207360114344728,59.931584530719945
2,45.02438818615517,107.34393583532756,0.48665023538417396,0.040843648935346484,0.9471181826666007,62.26612855919356
3,0.8019120069282071,56.355130663216414,2.397929962762338,0.0373839227723788,0.8487938068255617,50.722600218515495
4,50.074268194807495,50.38638225090666,1.0184387466053657,0.042270207870376206,0.22820747830412264,3.6593089700396213
5,155.34046894156063,59.36324265579241,4.530196482807104,0.010991005350537927,1.0276708786893107,32.27619611446348
6,60.22359559477361,108.02011439449387,2.6559613898641254,0.04680078906554069,1.3384563890446832,74.77294884410676
7,184.8215700878613,60.12642070233271,4.805667355918008,0.017746864174941025,0.8128324706006604,21.479695265612484
8,73.04669702722946,138.50705142373332,1.4799093862584023,0.012787524519852392,0.24605696058166304,63.06907173872645
9,137.35267070348084,142.21140711385482,0.394317970711473,0.02222690426554296,0.70935482822893,26.37657635297927
10,167.63884428288208,130.55624145142903,1.7726305918740604,0.03225459000441437,0.5356605738689509,21.872773611012718
11,40.72968534838006,119.5279845237841,2.532830557554595,0.014042790094877435,1.487948987821884,100.02780268800372
12,98.60781515073462,85.13588899742749,3.8730546489157502,0.008480386460978366,1.2777191779899586,63.60758897564692
13,65.20631468090023,133.81123725014683,2.3230312659994956,0.04779797337414567,0.6484480738432506,68.00177565700719
14,27.211196647041834,64.2827413661472,3.338238147554031,0.0026690710126131643,0.8613637829563261,46.88124411554011
15,35.99629321349336,78.69024067433139,0.6264735368803753,0.04323771395685475,0.32636112972124515,40.59779260658438
16,57.569772479748394,132.291765988061,3.157105856767352,0.04819644404174118,0.9978445497360637,84.32304895602024
17,6.218617623368838,106.17406013813576,4.950740144558686,0.02800305064938478,0.1862194442590252,86.21067952834929
18,127.14192546198282,81.82180191570532,3.031851786301088,0.016034197755832265,1.351251646382443,54.40123352041942
19,91.56950604969171,96.86526994064553,0.8934802063259711,0.03841362651158096,0.9373875862445012,32.70993547913804
20,189.44307777875446,135.0914914739183,3.8304612109898124,0.04925233830818168,0.7063404560975782,42.69208972928457
21,15.60591195761023,82.7171310250969,2.6998917626328023,0.04397927156507337,1.2799586029672436,64.87350584945024
22,48.96761165984862,98.21133583285246,0.015052580864455267,0.012271533013456994,0.35195435620499704,49.22558442302749
23,37.26195474155494,138.70238456331998,1.3064281992705873,0.040598336978987876,1.052123535202884,99.96330450671519
24,41.07266395157125,90.8533490942709,1.3291934105811154,0.01981911036208897,0.9416884168343733,55.92536347469288
25,53.49033320593033,56.22385350876924,3.343767984828802,0.040472587461338326,0.628694966822831,20.157271291677414
26,97.4973559019379,61.40612111098186,4.4293598613030625,0.04429072952772323,1.4602806091754221,41.87516937467428
27,129.0101985298067,82.66640191428763,2.466977107393279,0.03492242608807912,1.3281253504407644,46.97829686102777
28,166.7702315765785,56.84052238270279,2.7282870671421833,0.0036175198029800995,1.0546896784851651,22.383281039248583
29,170.73674994193962,122.12709827850168,2.5904050888453822,0.022039159804378518,0.6024036854609077,29.44989770331558
30,160.3647938333659,54.44308352916458,4.8374555593758295,0.008912946255582907,1.356165994005819,40.285529418183884
31,43.106565323844556,65.0283585245405,1.6638628586423854,0.009408778111751486,0.6105748967216141,28.752756511703108
32,141.71752131391023,82.90721619589101,0.2112630034684304,0.01479968545951716,1.165410401731339,4.661421095024419
33,15.421490351640044,133.05419490950695,0.3682568709499756,0.026686338398392698,1.3436845053183846,116.37699413614777
34,130.61352686449086,77.52843564008268,0.17675745778593543,0.02596361282249124,0.6115161721625637,0.19198061823692236
35,190.6848450963562,100.31793761432732,0.7207843647113937,0.04652947223509733,1.343069063125831,24.28173208559398
36,26.987056435540445,116.53426152896603,3.5513783206932974,0.020706846177464062,0.8921785727229516,89.76195914617908
37,85.8688120271114,67.97570689018087,1.7992648786541592,0.029179541737005536,1.1341830014290493,31.500654017959622
38,171.35666841831903,129.2350254251552,4.402791934714283,0.03309158511306713,0.17578378392451122,3.0718427066820144
39,152.52048252943112,104.20237695852964,4.836966718995422,0.005128139739393645,0.7206948030324358,49.13035575339684
40,69.86407951180698,69.41232307176352,4.492094178263381,0.03193199748590226,1.353577115826889,50.32866267026044
41,18.94336305675497,138.1486403164643,0.7914553173271233,0.024053660942985007,1.4234716105195353,118.03594920550118
42,73.74561245544741,148.53289340623385,4.30454513648964,0.008965326968186246,0.4613152609729577,82.52867037831396
43,143.24164965027174,91.56557385017356,4.495659601577952,0.043850676489672585,0.658584947937311,26.99383668100006
44,92.98783274778077,140.22793585379446,4.976323359026635,0.02546977730985309,1.2405413725900665,105.75356035117358
45,88.02051201273852,147.28223193529803,0.07879672377116509,0.0291424007901232,1.3074552435162075,60.44844897323297
46,5.659326960005906,79.10160790038091,0.22441115853822913,0.013497044419921802,1.3247885164500435,73.20309058499156
47,181.28075879388436,74.91270694263794,4.215816475847006,0.03565783149608358,0.4745234972506705,7.2232042887075245
48,48.08097604134698,116.98285404491841,2.6780652412765935,0.016247197748170142,0.2979751095229209,64.50948401927933
49,22.141345714858485,115.43542579267204,0.3478487917653378,0.04953068635353736,0.23465658297652003,91.32225650082756
50,94.37499833064338,146.66679208380333,4.143642451604474,0.007888979451699401,0.10676301392259661,47.867713894798314
51,132.59387713053815,68.11969650804112,0.9045432985942004,0.0084928727115006,1.2629185763287953,18.595825646460995
52,92.02826708625373,115.3547822625345,3.229469729711545,0.04841707705556516,1.2273370941874642,72.92674997925778
53,30.88694458626433,96.12081320678516,1.3646479621207415,0.01490062354104859,0.7887479158799988,65.84190108582456
54,161.8572763259295,101.84660048916889,4.083650008961573,0.01889766747552675,1.0522021072385175,59.35969018343524
55,35.430987846228156,91.90324061150639,4.83041754950511,0.014088585773221939,1.2943860095230093,77.57371041938936
56,64.44048832363858,80.26700118459243,0.49624494645336137,0.038022249135306586,1.0457554708765224,28.46310851308992
57,44.149154043529414,98.75048236657031,4.5642570088663135,0.03689033687795392,1.109339559172974,69.41878110845384
58,17.630021411466767,115.6904024889031,4.433131684850137,0.010302100254450355,1.153335585807082,102.12596289464375
59,141.0789893041973,102.65481628922763,3.487871666331575,0.03539990431522848,0.8756255990026299,44.719159726160484
60,23.796554812060645,77.2682635658325,2.3125898891039203,0.0033319417445870476,1.0473948525427352,60.5414654152301
61,38.595821299385705,135.3661976152078,3.6738718123574277,0.04178661597267492,0.08734038989513312,77.50570214169655
62,127.60444094381695,89.70443236408939,2.4098334087695457,0.02771489623084219,0.6455418173943949,21.886253069583475
63,55.53381802408184,87.97757254027941,0.45421417044782364,0.028330275560463063,0.45450077956175955,31.995720140614957
64,33.250518399021225,128.79226298925738,1.4784848249707476,0.01883860899427246,0.8830054547040983,95.28244983081659
65,165.324086177599,110.66216610682085,4.265434873845834,0.004295206019036083,1.291731647678873,84.41541619786199
66,167.21687011796584,76.45875891400438,4.352260727685133,0.00868593744859028,0.47492266312988934,11.692855538338794
67,32.10475431492825,110.46984136109737,4.7721841074541524,0.011061454380409171,0.9567648245986677,89.03085708604378
68,158.74889252276563,117.95486252098519,0.5347288123758215,0.014015471259700162,0.995592846734865,21.5519920854166
69,94.31384667959443,94.8055316257829,4.206913496001678,0.033848473868486585,0.11179939888120574,3.4033555454033184
70,119.40094719790932,143.69732875568485,1.7081174680311144,0.008760992906872312,0.6047906427868708,52.05695151695018
71,148.4031930948274,130.45585781903407,0.7463401414148207,0.014450205202662679,1.2100933276744756,46.10395398401971
72,75.71367248363939,141.23399555600565,1.4754672343862292,0.04321297132008616,0.8941079195403382,76.28313348123717
73,58.102432296361826,137.4762768095369,4.1542636819385645,0.0031401790808381637,1.408336205693166,122.6388409154441
74,101.6067382416737,121.80287141578984,1.3942828462764951,0.027362480025496603,0.2125577033768435,20.464245997248838
75,53.17671591933253,88.46914880800277,4.8998432023675,0.030834093484369194,0.9955892262747682,58.985692618602485
76,170.4841409183436,84.14888348156461,4.930281791408701,0.034383563066613373,0.2880806941785038,2.6660980922826045
77,176.13368919613742,105.79590884677687,1.7524935345116344,0.045831414555447834,0.31393835633591716,1.8838377863040154
78,138.3548576248226,64.42400672620309,1.4800901071395234,0.04498029362240353,0.8751327695883095,11.139743968882696
